Participant ID,Run ID,Timestamp,Left Pupil Dilation,Right Pupil Dilation,Blink
Raghav_1,Run3,22711963815,2.779891967773437,2.5957489013671875,0.0
Raghav_1,Run3,22711980478,2.779891967773437,2.5957489013671875,0.0
Raghav_1,Run3,22712012040,2.779891967773437,2.5957489013671875,0.0
Raghav_1,Run3,22712028697,2.779891967773437,2.5957489013671875,0.0
Raghav_1,Run3,22712062753,2.779891967773437,2.5957489013671875,0.0
Raghav_1,Run3,22712079405,2.779891967773437,2.5957489013671875,1.0
Raghav_1,Run3,22712096058,2.74249267578125,2.57720947265625,1.0
Raghav_1,Run3,22712112714,2.72637939453125,2.5925750732421875,1.0
Raghav_1,Run3,22712129369,2.7460479736328125,2.603744506835937,1.0
Raghav_1,Run3,22712146024,2.791122436523437,2.6282958984375,1.0
Raghav_1,Run3,22712162677,2.7890167236328125,2.627227783203125,1.0
Raghav_1,Run3,22712179330,2.773162841796875,2.6253662109375,1.0
Raghav_1,Run3,22712195983,2.8007354736328125,2.660125732421875,1.0
Raghav_1,Run3,22712212638,2.6803970336914062,2.5384140014648438,0.0
Raghav_1,Run3,22712229294,2.56005859375,2.4167022705078125,1.0
Raghav_1,Run3,22712245948,2.625350952148437,2.4980010986328125,1.0
Raghav_1,Run3,22712262606,2.6052398681640625,2.4842529296875,1.0
Raghav_1,Run3,22712279264,2.5739898681640625,2.457275390625,1.0
Raghav_1,Run3,22712295922,2.552215576171875,2.455322265625,1.0
Raghav_1,Run3,22712312579,2.542510986328125,2.440032958984375,1.0
Raghav_1,Run3,22712329235,2.5265045166015625,2.428009033203125,1.0
Raghav_1,Run3,22712345890,2.5090789794921875,2.4126129150390625,1.0
Raghav_1,Run3,22712362545,2.496246337890625,2.384857177734375,1.0
Raghav_1,Run3,22712379201,2.504852294921875,2.396697998046875,1.0
Raghav_1,Run3,22712395856,2.503646850585937,2.398895263671875,1.0
Raghav_1,Run3,22712412512,2.489120483398437,2.3827667236328125,1.0
Raghav_1,Run3,22712429168,2.4904327392578125,2.3673095703125,1.0
Raghav_1,Run3,22712445823,2.488372802734375,2.360565185546875,1.0
Raghav_1,Run3,22712462466,2.4849395751953125,2.375946044921875,1.0
Raghav_1,Run3,22712479109,2.4977569580078125,2.3880615234375,1.0
Raghav_1,Run3,22712495753,2.502410888671875,2.385116577148437,1.0
Raghav_1,Run3,22712512407,2.49591064453125,2.3813934326171875,1.0
Raghav_1,Run3,22712529061,2.5051727294921875,2.38201904296875,1.0
Raghav_1,Run3,22712545716,2.504058837890625,2.3830108642578125,1.0
Raghav_1,Run3,22712562375,2.507476806640625,2.39154052734375,1.0
Raghav_1,Run3,22712579034,2.518096923828125,2.389434814453125,1.0
Raghav_1,Run3,22712595694,2.529205322265625,2.390777587890625,1.0
Raghav_1,Run3,22712612348,2.5433807373046875,2.41278076171875,1.0
Raghav_1,Run3,22712629003,2.5521697998046875,2.4453125,1.0
Raghav_1,Run3,22712645657,2.558135986328125,2.4424591064453125,1.0
Raghav_1,Run3,22712662303,2.5778350830078125,2.4410400390625,1.0
Raghav_1,Run3,22712678950,2.5869903564453125,2.4612274169921875,1.0
Raghav_1,Run3,22712695597,2.5991973876953125,2.4718475341796875,1.0
Raghav_1,Run3,22712712251,2.6115264892578125,2.4793853759765625,1.0
Raghav_1,Run3,22712728905,2.6191558837890625,2.49029541015625,1.0
Raghav_1,Run3,22712745558,2.641571044921875,2.498886108398437,1.0
Raghav_1,Run3,22712762207,2.65814208984375,2.514190673828125,1.0
Raghav_1,Run3,22712778854,2.649566650390625,2.5310516357421875,1.0
Raghav_1,Run3,22712795503,2.6675567626953125,2.54510498046875,1.0
Raghav_1,Run3,22712812158,2.6851806640625,2.545516967773437,1.0
Raghav_1,Run3,22712828811,2.6928253173828125,2.551742553710937,1.0
Raghav_1,Run3,22712845465,2.69580078125,2.5504150390625,1.0
Raghav_1,Run3,22712862120,2.6979217529296875,2.5546417236328125,1.0
Raghav_1,Run3,22712878775,2.698944091796875,2.5699615478515625,1.0
Raghav_1,Run3,22712895431,2.7007293701171875,2.5837860107421875,1.0
Raghav_1,Run3,22712912087,2.703125,2.57733154296875,1.0
Raghav_1,Run3,22712928742,2.702362060546875,2.57666015625,1.0
Raghav_1,Run3,22712945398,2.7032012939453125,2.59539794921875,1.0
Raghav_1,Run3,22712962054,2.7192535400390625,2.6020050048828125,1.0
Raghav_1,Run3,22712978708,2.72833251953125,2.619979858398437,1.0
Raghav_1,Run3,22712995361,2.784515380859375,2.6932830810546875,1.0
Raghav_1,Run3,22713012016,2.7999664306640626,2.692425537109375,0.0
Raghav_1,Run3,22713028670,2.81541748046875,2.6915679931640626,0.0
Raghav_1,Run3,22713045323,2.8308685302734373,2.69071044921875,0.0
Raghav_1,Run3,22713061979,2.846319580078125,2.6898529052734377,0.0
Raghav_1,Run3,22713078635,2.8617706298828125,2.688995361328125,1.0
Raghav_1,Run3,22713095290,2.778305053710937,2.640609741210937,1.0
Raghav_1,Run3,22713111947,2.751953125,2.6272735595703125,1.0
Raghav_1,Run3,22713128604,2.76788330078125,2.6187744140625,1.0
Raghav_1,Run3,22713145259,2.777206420898437,2.6392059326171875,1.0
Raghav_1,Run3,22713161916,2.7595672607421875,2.65081787109375,1.0
Raghav_1,Run3,22713178573,2.753570556640625,2.64306640625,1.0
Raghav_1,Run3,22713195229,2.75335693359375,2.6282501220703125,1.0
Raghav_1,Run3,22713211885,2.7525787353515625,2.62530517578125,1.0
Raghav_1,Run3,22713228543,2.759017944335937,2.626083374023437,1.0
Raghav_1,Run3,22713245200,2.770614624023437,2.633331298828125,1.0
Raghav_1,Run3,22713261855,2.766693115234375,2.638580322265625,1.0
Raghav_1,Run3,22713278509,2.7699737548828125,2.633819580078125,1.0
Raghav_1,Run3,22713295164,2.776031494140625,2.630401611328125,1.0
Raghav_1,Run3,22713311818,2.7647247314453125,2.6222381591796875,1.0
Raghav_1,Run3,22713328472,2.75799560546875,2.617340087890625,1.0
Raghav_1,Run3,22713345127,2.7611236572265625,2.6440887451171875,1.0
Raghav_1,Run3,22713361781,2.7602996826171875,2.6377410888671875,1.0
Raghav_1,Run3,22713378436,2.76165771484375,2.616073608398437,1.0
Raghav_1,Run3,22713395090,2.7559814453125,2.6271514892578125,1.0
Raghav_1,Run3,22713411744,2.7292938232421875,2.614013671875,1.0
Raghav_1,Run3,22713428399,2.71539306640625,2.6073760986328125,1.0
Raghav_1,Run3,22713445054,2.721832275390625,2.59161376953125,1.0
Raghav_1,Run3,22713461708,2.7152862548828125,2.589630126953125,1.0
Raghav_1,Run3,22713478365,2.7010650634765625,2.6085205078125,1.0
Raghav_1,Run3,22713495023,2.69580078125,2.6031646728515625,1.0
Raghav_1,Run3,22713511680,2.6929931640625,2.5996856689453125,1.0
Raghav_1,Run3,22713528337,2.6901397705078125,2.576904296875,1.0
Raghav_1,Run3,22713544994,2.6953582763671875,2.5742645263671875,1.0
Raghav_1,Run3,22713561652,2.68841552734375,2.585723876953125,1.0
