Participant ID,Run ID,Timestamp,Left Pupil Dilation,Right Pupil Dilation,Blink
Sagarika_1,Run5,105659133807,nan,nan,0
Sagarika_1,Run5,105659150536,nan,nan,0
Sagarika_1,Run5,105659180818,nan,nan,0
Sagarika_1,Run5,105659197486,nan,nan,0
Sagarika_1,Run5,105659231554,nan,nan,0
Sagarika_1,Run5,105659248221,2.3982391357421875,2.30511474609375,1
Sagarika_1,Run5,105659264890,2.4625091552734375,2.3619842529296875,1
Sagarika_1,Run5,105659281558,2.5411834716796875,2.428436279296875,1
Sagarika_1,Run5,105659298225,2.6509246826171875,2.51141357421875,1
Sagarika_1,Run5,105659314886,2.673736572265625,2.5374908447265625,1
Sagarika_1,Run5,105659331467,2.6856842041015625,2.5504150390625,1
Sagarika_1,Run5,105659348040,2.683349609375,2.5568695068359375,1
Sagarika_1,Run5,105659364614,2.6811676025390625,2.547027587890625,1
Sagarika_1,Run5,105659381271,2.6883544921875,2.555145263671875,1
Sagarika_1,Run5,105659397927,2.696533203125,2.5883331298828125,1
Sagarika_1,Run5,105659414582,2.6967620849609375,2.5716552734375,1
Sagarika_1,Run5,105659431230,2.6909637451171875,2.577301025390625,1
Sagarika_1,Run5,105659447875,2.6999969482421875,2.5950927734375,1
Sagarika_1,Run5,105659464521,2.7050018310546875,2.5773468017578125,1
Sagarika_1,Run5,105659481176,2.715057373046875,2.578948974609375,1
Sagarika_1,Run5,105659497832,2.728851318359375,2.5780029296875,1
Sagarika_1,Run5,105659514486,2.7257080078125,2.596527099609375,1
Sagarika_1,Run5,105659531126,2.735687255859375,2.5902862548828125,1
Sagarika_1,Run5,105659547766,2.738250732421875,2.596282958984375,1
Sagarika_1,Run5,105659564403,2.72650146484375,2.6072998046875,1
Sagarika_1,Run5,105659581056,2.7144622802734375,2.5865020751953125,1
Sagarika_1,Run5,105659597710,2.698699951171875,2.6010589599609375,1
Sagarika_1,Run5,105659614363,2.7024078369140625,2.6105804443359375,1
Sagarika_1,Run5,105659631015,2.70703125,2.57794189453125,1
Sagarika_1,Run5,105659647668,2.7006072998046875,2.573089599609375,1
Sagarika_1,Run5,105659664319,2.689239501953125,2.5660552978515625,1
Sagarika_1,Run5,105659680973,2.6837310791015625,2.551177978515625,1
Sagarika_1,Run5,105659697627,2.6822662353515625,2.537353515625,1
Sagarika_1,Run5,105659714281,2.6660919189453125,2.532440185546875,1
Sagarika_1,Run5,105659730938,2.6580047607421875,2.5413970947265625,1
Sagarika_1,Run5,105659747597,2.64483642578125,2.5443878173828125,1
Sagarika_1,Run5,105659764256,2.6262359619140625,2.5341644287109375,1
Sagarika_1,Run5,105659780909,2.6243133544921875,2.525909423828125,1
Sagarika_1,Run5,105659797564,2.5453338623046875,2.430419921875,1
Sagarika_1,Run5,105659814218,2.4779052734375,2.25927734375,1
Sagarika_1,Run5,105659830871,2.4779052734375,2.4753265380859375,1
Sagarika_1,Run5,105659847526,nan,2.4340972900390625,1
Sagarika_1,Run5,105659864181,2.6435394287109375,2.41796875,1
Sagarika_1,Run5,105659880835,2.5332183837890625,2.4507598876953125,1
Sagarika_1,Run5,105659897490,2.5201873779296875,2.4271697998046875,1
Sagarika_1,Run5,105659914143,2.522308349609375,2.402923583984375,1
Sagarika_1,Run5,105659930795,2.5261993408203125,2.4144439697265625,1
Sagarika_1,Run5,105659947447,2.510406494140625,2.4024200439453125,1
Sagarika_1,Run5,105659964100,2.49212646484375,2.38739013671875,1
Sagarika_1,Run5,105659980754,2.48974609375,2.3969879150390625,1
Sagarika_1,Run5,105659997407,2.5034027099609375,2.39422607421875,1
Sagarika_1,Run5,105660014061,2.5036773681640625,2.38958740234375,1
Sagarika_1,Run5,105660030715,2.486053466796875,2.3945770263671875,1
Sagarika_1,Run5,105660047368,2.4786529541015625,2.3712310791015625,1
Sagarika_1,Run5,105660064021,2.4739837646484375,2.3527069091796875,1
Sagarika_1,Run5,105660080675,2.4840087890625,2.3619232177734375,1
Sagarika_1,Run5,105660097328,2.491302490234375,2.3665313720703125,1
Sagarika_1,Run5,105660113982,2.4835357666015625,2.3635101318359375,1
Sagarika_1,Run5,105660130636,2.4850311279296875,2.3617401123046875,1
Sagarika_1,Run5,105660147289,2.4992523193359375,2.371490478515625,1
Sagarika_1,Run5,105660163943,2.507110595703125,2.404693603515625,1
Sagarika_1,Run5,105660180597,2.50750732421875,2.420257568359375,1
Sagarika_1,Run5,105660197251,2.5206298828125,2.405792236328125,1
Sagarika_1,Run5,105660213905,2.539459228515625,2.413116455078125,1
Sagarika_1,Run5,105660230558,2.5548095703125,2.4315643310546875,1
Sagarika_1,Run5,105660247211,2.560943603515625,2.4456634521484375,1
Sagarika_1,Run5,105660263864,2.568572998046875,2.42095947265625,1
Sagarika_1,Run5,105660280517,2.5786895751953125,2.4207305908203125,1
Sagarika_1,Run5,105660297170,2.564849853515625,2.4512481689453125,1
Sagarika_1,Run5,105660313823,2.5668182373046875,2.444976806640625,1
Sagarika_1,Run5,105660330476,2.58099365234375,2.456146240234375,1
Sagarika_1,Run5,105660347129,2.58575439453125,2.4773406982421875,1
Sagarika_1,Run5,105660363781,2.5919189453125,2.475341796875,1
Sagarika_1,Run5,105660380433,2.5965576171875,2.45465087890625,1
Sagarika_1,Run5,105660397087,2.6029205322265625,2.450042724609375,1
Sagarika_1,Run5,105660413739,2.5963287353515625,2.474395751953125,1
Sagarika_1,Run5,105660430392,2.5895538330078125,2.5031280517578125,1
Sagarika_1,Run5,105660447046,2.586578369140625,2.5005035400390625,1
Sagarika_1,Run5,105660463699,2.5974578857421875,2.490814208984375,1
Sagarika_1,Run5,105660480352,2.608978271484375,2.485595703125,1
Sagarika_1,Run5,105660497006,2.5915069580078125,2.4663238525390625,1
Sagarika_1,Run5,105660513659,2.589141845703125,2.4443359375,1
Sagarika_1,Run5,105660530312,2.58612060546875,2.4443511962890625,1
Sagarika_1,Run5,105660546966,2.5712738037109375,2.4529876708984375,1
Sagarika_1,Run5,105660563619,2.5774993896484375,2.4487762451171875,1
Sagarika_1,Run5,105660580272,2.5917510986328125,2.452972412109375,1
Sagarika_1,Run5,105660596926,2.5930328369140625,2.4347381591796875,1
Sagarika_1,Run5,105660613579,2.5800323486328125,2.434539794921875,1
Sagarika_1,Run5,105660630235,2.5833587646484375,2.433441162109375,1
Sagarika_1,Run5,105660646893,2.5891265869140625,2.4121551513671875,1
Sagarika_1,Run5,105660663551,2.5868682861328125,2.42816162109375,1
Sagarika_1,Run5,105660680209,2.56591796875,2.4309234619140625,1
Sagarika_1,Run5,105660696868,2.5594940185546875,2.4268646240234375,1
Sagarika_1,Run5,105660713527,2.56695556640625,2.4410552978515625,1
Sagarika_1,Run5,105660730185,2.55462646484375,2.432952880859375,1
Sagarika_1,Run5,105660746844,2.5655059814453125,2.4227142333984375,1
Sagarika_1,Run5,105660763504,2.564910888671875,2.4244384765625,1
Sagarika_1,Run5,105660780164,2.549713134765625,2.41119384765625,1
Sagarika_1,Run5,105660796823,2.5463409423828125,2.401580810546875,1
Sagarika_1,Run5,105660813483,2.5519866943359375,2.4064483642578125,1
Sagarika_1,Run5,105660830143,2.5542449951171875,2.3960113525390625,1
Sagarika_1,Run5,105660846802,2.5532073974609375,2.3923797607421875,1
