Participant ID,Run ID,Timestamp,Left Pupil Dilation,Right Pupil Dilation,Blink
Krishna_1,Run4,98970716766,nan,nan,0
Krishna_1,Run4,98970733455,nan,nan,0
Krishna_1,Run4,98970763885,nan,nan,0
Krishna_1,Run4,98970780545,nan,nan,0
Krishna_1,Run4,98970814626,nan,nan,0
Krishna_1,Run4,98970831308,2.8157501220703125,3.390167236328125,1
Krishna_1,Run4,98970847991,2.839202880859375,3.4173126220703125,1
Krishna_1,Run4,98970864655,2.8895721435546875,3.4754180908203125,1
Krishna_1,Run4,98970881319,2.9167633056640625,3.5086212158203125,1
Krishna_1,Run4,98970897981,2.9297027587890625,3.5384063720703125,1
Krishna_1,Run4,98970914616,2.9343719482421875,3.5602264404296875,1
Krishna_1,Run4,98970931250,2.9530181884765625,3.583740234375,1
Krishna_1,Run4,98970947882,2.9630889892578125,3.5167083740234375,1
Krishna_1,Run4,98970964540,2.9713592529296875,3.394195556640625,1
Krishna_1,Run4,98970981200,nan,nan,0
Krishna_1,Run4,98970997859,nan,nan,0
Krishna_1,Run4,98971014495,nan,nan,0
Krishna_1,Run4,98971031129,nan,nan,0
Krishna_1,Run4,98971047760,nan,nan,0
Krishna_1,Run4,98971064416,nan,nan,0
Krishna_1,Run4,98971081071,nan,nan,0
Krishna_1,Run4,98971097728,nan,nan,0
Krishna_1,Run4,98971114380,nan,nan,0
Krishna_1,Run4,98971131030,nan,nan,0
Krishna_1,Run4,98971147682,1.8634185791015625,nan,1
Krishna_1,Run4,98971164338,1.8634185791015625,nan,1
Krishna_1,Run4,98971180993,3.046600341796875,nan,1
Krishna_1,Run4,98971197649,3.097015380859375,nan,1
Krishna_1,Run4,98971214298,3.108612060546875,nan,1
Krishna_1,Run4,98971230945,3.0741729736328125,nan,1
Krishna_1,Run4,98971247592,nan,nan,0
Krishna_1,Run4,98971264248,3.046478271484375,nan,1
Krishna_1,Run4,98971280902,3.0513916015625,nan,1
Krishna_1,Run4,98971297557,3.046875,nan,1
Krishna_1,Run4,98971314210,3.055755615234375,3.6790313720703125,1
Krishna_1,Run4,98971330863,3.0649566650390625,3.6865997314453125,1
Krishna_1,Run4,98971347515,3.0778045654296875,3.710601806640625,1
Krishna_1,Run4,98971364170,3.08636474609375,3.71014404296875,1
Krishna_1,Run4,98971380825,3.0841064453125,3.700531005859375,1
Krishna_1,Run4,98971397479,3.088714599609375,3.70721435546875,1
Krishna_1,Run4,98971414133,3.094512939453125,3.720977783203125,1
Krishna_1,Run4,98971430787,3.11566162109375,3.7238006591796875,1
Krishna_1,Run4,98971447440,3.120697021484375,3.722137451171875,1
Krishna_1,Run4,98971464095,3.1175689697265625,3.730865478515625,1
Krishna_1,Run4,98971480750,3.1192779541015625,3.72235107421875,1
Krishna_1,Run4,98971497404,3.1200408935546875,3.7097930908203125,1
Krishna_1,Run4,98971514060,3.1126251220703125,3.6977386474609375,1
Krishna_1,Run4,98971530717,3.0932159423828125,3.6626739501953125,1
Krishna_1,Run4,98971547373,3.0673675537109375,3.652435302734375,1
Krishna_1,Run4,98971564029,3.03173828125,3.529510498046875,1
Krishna_1,Run4,98971580686,3.0007171630859375,3.41632080078125,1
Krishna_1,Run4,98971597343,nan,nan,0
Krishna_1,Run4,98971613998,2.16302490234375,3.305450439453125,1
Krishna_1,Run4,98971630653,2.5722808837890625,3.2535400390625,1
Krishna_1,Run4,98971647309,2.878753662109375,3.301788330078125,1
Krishna_1,Run4,98971663963,2.9259796142578125,3.4299774169921875,1
